Country,Rating,Date,Version,Username,Title,Content
US,1,2025-02-23,1.1.2,Tails Jesus,I gave it more stars than times Misty has ever worked,Title
US,1,2025-02-23,1.1.2,Adrisanros21,Again Pocket is AIDS,"I cannot comprehend how they made a more basic version of TCG but it’s much worse.
First, the coin is unrealistic there is a greater chance for it to be tails than heads, plus it’s more probable for it to be double tails than double heads or one head and one tails.
Second, there is no way to go through a players deck, so if you have a crucial card at the bottom of the deck it’s a sure loss.
Third, the game is all luck based, while TCG is luck base at least in TCG you can make your own luck not like this game.
I can plead all I want but this game won’t change, so at this point it should only be played to collect cards because if you wanna battle better to play TCG"
US,5,2025-02-23,1.1.2,SashimiMann,GAMBLING,LETS GO GAMBLING
US,4,2025-02-23,1.1.2,jbamoose,Fun nostalgia but pvp gets boring,"I enjoy the collectors aspect of this game and the deck building. However, the game doesn’t have much to accomplish beyond this as the pvp gets boiled down to who draws their Sabrina and/or Cyrus first to cheese out the easy kills. Think tiered play or limits on typing would be a fun way to spin the battles portion"
US,4,2025-02-23,1.1.2,papawsmurf,Good but,WE NEED MORE DECK SLOTS. You keep adding more cards making more decks viable so WHY are there only 15 slots for decks????
US,5,2025-02-23,1.1.2,Pro gamer5689,Really fun but…,I’m a really big fan of Pokémon games and the anime I even have a big collection of Pokémon tcg cards myself but I really think they should make it so the ex cards a bit better because in the real tcg ex Pokémon are super duper strong but since this game is like the simplified version of the real game I think you should only make them just a bit better and make so that decks can have more cards but put a limit so that each deck only can have 2 ex cards and also I would like to see some more variety’s of cards and maybe add an update so that achievements could give you certain card depending on how hard the task is anyways in conclusion it’s a great game that could use some slight changes.
US,3,2025-02-23,1.1.2,Garchomp…,Trade,This game is a lot of fun but the trading is really stupid because I am able to trade 2 cards with the same rarity but I have 5 different cards with the same rarity and I am not able to trade and I feel like you should just be able to trade whatever you want with no restrictions because if the trade is unfair they you can cancel it.
US,5,2025-02-23,1.1.2,Ahdoamwmannw,Yessir,"I’ve had a lot of fun playing this game and pulled some heat, but some features need to be balanced, and the whole game feels catered towards people who spend money rather than those who grind the game. I wish they would add ftp reward systems"
US,1,2025-02-23,1.1.2,Ggbjaxnydchtd,Trash,Battling is this game is literally a game of luck and whenever you’re on a losing streak the game always gives you the worst cards possible to make you continue playing absolutely dogwater
US,2,2025-02-23,1.1.2,mattatouille_x,Game RNG is Whack,"On battles where you could possibly win even if you had the odds of getting 4/10, you lose.  RNG?  It’s happened like 8x in a row.  That’s not just poor RNG, that’s horrible.  Game is betting that you lose even if you have a 50% chance at a coin toss, it’s basically a 2/10 ratio.  Horrible RNG, I have better luck gambling for the one million dollar prize at my local gas station."
US,5,2025-02-23,1.1.2,lame a** game,My 5 star rate is a lie,"The “rng” is not rng, pretty much all my games I lose because I can never get the cards I need in my deck while the opponent gets all their cards either at the start of the match or by the fifth turn. Also every coin flip I get is always tails while my opponent always gets heads and gets multiple heads."
US,1,2025-02-23,1.1.2,Trustinhhgyvg,Trash game,Game is trash you have to spend real money to get anything good and its still a gamble. Should be taken off the app store.
US,4,2025-02-23,1.1.2,xMadMatx,"Fun, has game issues","This game is really fun, especially as a pokémon fan. Collecting cards, battling with different decks. The only issues is in certain games, for example, a pokémon could get tails and they aren’t suppose to attack but the attack still happens. The card that makes you pull a random STARTER, pulls a 2nd evolution. And some damage does extra damage just to make the player lose even though it doesn’t have the advantage AND my pokémon is not even in finishing range."
US,1,2025-02-23,1.1.2,Perfect crashing game,If you can’t pay you can’t play.,"Unless you are wealthy or a content creator, you can’t play this game. Free to play, the average person or kids will be unable to play the card game against the players that are able to spend hundreds on cards and decks. Once again The Pokemon Company International has promoted wealth and cash flow over allowing players to be allowed to play the game. Good Luck. Pokémon Company International just lost a life long fan and my kids who were getting into it for life. I know this won’t affect them or the people that will be dooped into playing this but just a warning. They should be ashamed of what they’ve turned Pokémon into."
US,5,2025-02-23,1.1.2,ruthlesshand,Good,Its so good it’s so fun very recommended
US,5,2025-02-23,1.1.2,jung yoon lee,I like it,I love it
US,1,2025-02-23,1.1.2,Marc_Tran,Great to trash,"Everything started out great and I even subscribed. But after the recent update, it was as if they rigged it so that you can’t get any rares without paying more money. I saved up over 4×10 pulls plus daily free packs and sub packs, but still have not gotten a single rare (3star+)

Update: After saving up again and doing 2x10 pulls (premium included) and doing daily opens, this is absolutely frustrating. I am canceling my premium now along with everyone else. It’s clear they rigged this because the drop rates are massively different with this new update. Trading is horrendous as well. Greedy company."
US,1,2025-02-23,1.1.2,i love legoess,Doesn’t work at all,You need to fix this it won’t even let me in the game it keeps saying it need to reset but when I do that the same thing just happens over and over again please fix this so I can actually play this please.
US,5,2025-02-23,1.1.2,Super star Z,I love Pokémon trade is probably one of the best are you you gonna play this game for my first time,I like it
US,1,2025-02-23,1.1.2,KevinWhip,Trading needs changed,Will change when trading is better but until then 1 star
US,2,2025-02-23,1.1.2,z10659,Worst pvp experience,"You either obliterate your opponent or get obliterated. The RNG in Pokémon battles is so atrocious, you might actually rage from a Pokémon card game😂"
US,5,2025-02-23,1.1.2,Toothless123603,Best game ever,Game ever I wish there were more updates
US,1,2025-02-23,1.1.2,BrothaJINC,Only collect,The battle is beyond rigged. Just collect and it’s ok. Can’t skip annoying animations
US,5,2025-02-23,1.1.2,Aston Wallace,Pokekid,:)
US,1,2025-02-23,1.1.2,Gottacoss,Pull rates went down not fun,Pull rates went down not fun. Can’t get any nice cards.
US,2,2025-02-23,1.1.2,the creatoe of this app,Not bad but not good,Good game but the drop rates to get anything good are terrible. Don’t waste money on the game it’s not necessary but the game can really make you want to.
US,5,2025-02-23,1.1.2,Godzillaismygoat2025,Best game,"So I just downloaded this game if you are a pokemon card collector then you should play this and you can battle ,"
US,1,2025-02-23,1.1.2,Whosdaman,Why no landscape support?,"At least for tablets, it shouldnt be that difficult. Ill reassess my review after i see this added"
US,2,2025-02-23,1.1.2,orange orangutang,Losing me,"After you get through the early parts of the game snd you beat all the solo battles the game becomes super dull , pvp rewards you with only 15 exp which  is nothing and theirs no other option fir things too do at that point if you dint wanna spend money, battling also gets boring as its the same like 5 meta bough decks again and again that you its very very  boring and i went from playing for 3 a day to just opening daily packs then leaving"
US,5,2025-02-23,1.1.2,jayred1994,Amazing,So awesome I can play this without having to worry about losing my cards or having them damaged
US,5,2025-02-23,1.1.2,Tanish Inaganti,DOWNLOAD,THIS STUPID APP TAKES 850MEGATRON BYTES IT TAKES 2 TRILLION YEARS. ION EVEN TAKE THAT LONG TO EDGE
US,1,2025-02-23,1.1.2,World championnnnn,Trading system is insultingly bad,"the trade system is nothing but a disgrace in this game. it costs 2 different in game currencies + a card of equal rarity. 

1 currency reloads over time. that’s fine. that’s enough. you have to limit trades somehow &amp; THAT IS ENOUGH. THERE IS NOTHING ELSE IT SHOULD COST. 

instead, the game forces you to destroy your own collection for the 2nd currency. the game FORCES you to DESTROY your OWN CARDS. just to trade to friends. 

and maybe you think it’s just the bad cards you have a lot of. NO. ITS ALL YOUR BEST ARTS ONLY. it’s all your EX cards. that’s all you can destroy to create the 2nd currency needed to trade. nothing else. 

and maybe destroying 1 really good card gives you enough of that currency to make dozens of trades? NO. THEY HATE YOU. THEY HATE THEIR USERS. 

DESTROYING your BEST CARD will only get you 25% of the currency you need to make 1 SINGULAR TRADE. 

Uninstall. complete incompetence."
US,1,2025-02-23,1.1.2,Goofyahh guy,(I’ll delete if the bug fixes),The game keeps saying “the sever authentication process has failed” i keep pressing Ok and it doesn’t do anything
US,1,2025-02-23,1.1.2,NavyMadden,Pay to Play,Unless you’re willing to pay lots of money for good cards then I wouldn’t bother.
US,1,2025-02-23,1.1.2,AlterAnimal,Going First,"What’s the purpose of making going first such a disadvantage? Player two can add energy, evolve, and attack  turn 1. Quite a bummer"
US,3,2025-02-23,1.1.2,Boselius,Remove celeby bring back skill,The game is exactly what we’ve wanted for years and it’s great. Until you run into celeby with 20helmet on and 2x energy on. Super fun game
US,1,2025-02-23,1.1.2,122344@4&2$17374616273827381,Kinda cool. Kinda actually not too,You’ll go weeks without getting anything. Not worth it at all
US,5,2025-02-23,1.1.2,Lit boy22,Hiii,It feels empty like add more stuff
